key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
924,"Ajout<Indent/>: l'Aiguière","La carte de l'Aiguière a été ajoutée au tirage.","ui/icon/013000/013239.tex",24,0,1,1,"","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,False,0,0,0,False
925,"Ajout<Indent/>: la Tour","La carte de la Tour a été ajoutée au tirage.","ui/icon/013000/013240.tex",24,0,1,1,"","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,False,0,0,0,False
926,"Sommeil","Le sommeil empêche toute action.","ui/icon/015000/015013.tex",1,0,1,2,"dk05ht_slp0s","dk10ht_slp0h",True,False,True,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,3,0,False
927,"Nectar","Du nectar sucré recouvre tout le corps.","ui/icon/015000/015583.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,0,1,False,0,False,False,0,0,0,False
928,"Menace fulgurante","L'instinct animal a pris le dessus, rendant toute action im<SoftHyphen/>pré<SoftHyphen/>vi<SoftHyphen/>si<SoftHyphen/>ble.","ui/icon/015000/015503.tex",0,0,1,1,"","",False,False,False,False,False,False,False,False,True,0,0,False,False,100,0,False,0,False,False,0,0,0,False
929,"Vulnérabilité diminuée","Les dégâts reçus sont réduits.","ui/icon/015000/015021.tex",40,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,False,0,0,0,False
930,"Attache","Toute action est impossible.","ui/icon/015000/015545.tex",0,0,1,2,"dk05th_stdn0t","",True,False,True,True,False,False,False,True,True,100,0,False,False,0,0,False,0,False,False,0,0,0,False
931,"Résistance au contondant réduite","La résistance au contondant est réduite.","ui/icon/017000/017701.tex",0,8,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,50,0,False,False,-12,0,False,0,False,False,0,0,0,False
932,"Isolement","À l'écart du reste du groupe.","ui/icon/015000/015677.tex",0,0,1,2,"","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
933,"Malus de magie curative","La magie curative est réduite.","ui/icon/015000/015059.tex",13,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,0,False
934,"Vulnérabilité physique augmentée","Les dégâts physiques reçus sont augmentés.","ui/icon/015000/015053.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,50,0,False,False,10,0,False,0,False,False,0,0,0,False
935,"","",,0,0,0,0,"","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,False,0,0,0,False
936,"","",,0,0,0,0,"","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,False,0,0,0,False
937,"Parasite","L'organisme est devenu l'hôte de parasites, provoquant un élan d'agressivité envers les équipiers et leur transmettant l'infection.","ui/icon/015000/015680.tex",64,0,1,2,"dk05th_stdn0t","plant_awl_0c",False,False,False,True,False,True,False,False,False,100,0,False,False,0,1,False,0,False,False,0,0,0,False
938,"Suffocation","Rend inconscient lorsque la durée de l'effet s'est écoulée.","ui/icon/015000/015665.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,False,0,0,0,False
939,"Actions bloquées","Impossible d'utiliser des actions.","ui/icon/015000/015045.tex",0,0,1,2,"dk05ht_sta0h","",False,False,True,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,False,0,0,0,False
940,"Saignement","Des dégâts périodiques neutres sont subis.","ui/icon/017000/017121.tex",0,8,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,10,0,False,False,10,0,False,0,False,False,0,0,0,False
941,"Invincibilité à distance","Insensible aux attaques à distance.","ui/icon/015000/015681.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,False,0,0,0,False
942,"Invincibilité magique","Insensible aux attaques magiques.","ui/icon/015000/015682.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,False,0,0,0,False
943,"Égide d'Ascalon","L'Œil du dragon à l'intérieur de l'épée Ascalon procure une puissante protection.","ui/icon/018000/018241.tex",0,8,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,3,0,False,0,False,False,0,0,0,False
944,"Épée de l'Azur","Les dégâts infligés sont augmentés. Le même effet est conféré aux alliés alentour.","ui/icon/015000/015668.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
945,"Bouclier de l'Azur","Les dégâts reçus sont réduits. Le même effet est conféré aux alliés alentour.","ui/icon/015000/015667.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
946,"Forme d'araignée","Le ghrah a pris la forme d'une araignée.","ui/icon/015000/015679.tex",69,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,False,0,0,0,False
947,"Forme d'oiseau","Le ghrah a pris la forme d'un oiseau.","ui/icon/015000/015678.tex",69,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,False,0,0,0,False
948,"Riposte de foudre","Des dégâts de foudre sont infligés chaque fois qu'un coup est reçu.","ui/icon/015000/015684.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,False,0,0,0,False
949,"Riposte de feu","Des dégâts de feu sont infligés chaque fois qu'un coup est reçu.","ui/icon/015000/015685.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,False,0,0,0,False
950,"Riposte de glace","Des dégâts de glace sont infligés chaque fois qu'un coup est reçu.","ui/icon/015000/015686.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,False,0,0,0,False
951,"Riposte de vent","Des dégâts de vent sont infligés chaque fois qu'un coup est reçu.","ui/icon/015000/015687.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,False,0,0,0,False
952,"Riposte de terre","Des dégâts de terre sont infligés chaque fois qu'un coup est reçu.","ui/icon/015000/015688.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,False,0,0,0,False
953,"Riposte d'eau","Des dégâts d'eau sont infligés chaque fois qu'un coup est reçu.","ui/icon/015000/015689.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,False,0,0,0,False
954,"Riposte neutre","Des dégâts neutres sont infligés chaque fois qu'un coup est reçu.","ui/icon/015000/015690.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,False,1,0,False,False,0,0,False,0,False,False,0,0,0,False
955,"Bonus de magie curative","La puissance de la magie curative est augmentée.","ui/icon/015000/015058.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,30,0,False,0,False,False,0,0,0,False
956,"Inconscient collectif","Récupère des PV périodiquement.","ui/icon/013000/013225.tex",0,0,99,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,False,0,0,0,False
957,"Enzyme digestive","Une enzyme recouvre le corps, augmentant l'effet Dévoration.","ui/icon/018000/018421.tex",0,8,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,False,0,False,False,0,0,0,False
958,"Marquage","Fait l'objet du marquage d'un prédateur, qui sera transféré à un autre personnage s'il passe à proximité.","ui/icon/015000/015026.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
959,"Forme d'humain","Le ghrah a pris la forme d'un être humain.","ui/icon/015000/015669.tex",69,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,False,0,0,0,False
960,"Chaleur","Des dégâts de feu sont subis après chaque action.","ui/icon/015000/015647.tex",0,0,1,2,"dk05th_stdn0t","dk10ht_hea0s",False,False,False,False,False,False,False,False,False,99,0,False,False,100,0,False,0,False,False,0,23,0,False
961,"Étreinte mortelle","Les mouvements sont bloqués, et des dégâts périodiques sont subis.","ui/icon/015000/015564.tex",0,0,1,2,"dk05th_stdn0t","",True,False,True,False,False,False,False,False,False,0,0,False,False,500,0,False,0,False,False,0,0,0,False
962,"Bonus d'attaque","L'attaque est augmentée.","ui/icon/015000/015050.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,False,0,0,0,False
963,"Malus d'attaque","L'attaque est réduite.","ui/icon/015000/015051.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,False,0,0,0,False
964,"Bonus de défense","La défense est augmentée.","ui/icon/015000/015052.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,False,0,0,0,False
965,"Malus de défense","La défense est réduite.","ui/icon/015000/015053.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,False,0,0,0,False
966,"Bonus de vitesse","La vitesse est augmentée.","ui/icon/015000/015062.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,False,0,0,0,False
967,"Malus de vitesse","La vitesse est réduite.","ui/icon/015000/015063.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,False,0,0,0,False
968,"Destruction arcanique","Les dégâts infligés aux pierres arcaniques sont augmentés.","ui/icon/016000/016206.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
969,"Invulnérable","Insensible à toutes les attaques.","ui/icon/015000/015024.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
970,"Immunité aux créatures","Insensible aux attaques provenant de mascottes de type “Créature”.","ui/icon/016000/016601.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
971,"Immunité aux monstres","Insensible aux attaques provenant de mascottes de type “Monstre”.","ui/icon/016000/016602.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
972,"Immunité aux poupées","Insensible aux attaques provenant de mascottes de type “Poupée”.","ui/icon/016000/016603.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
973,"Immunité aux mécanismes","Insensible aux attaques provenant de mascottes de type “Mécanisme”.","ui/icon/016000/016604.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
974,"Allergie aux créatures","Les dégâts des attaques provenant de mascottes de type “Créature” sont augmentés.","ui/icon/016000/016605.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
975,"Allergie aux monstres","Les dégâts des attaques provenant de mascottes de type “Monstre” sont augmentés.","ui/icon/016000/016606.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
976,"Allergie aux poupées","Les dégâts des attaques provenant de mascottes de type “Poupée” sont augmentés.","ui/icon/016000/016607.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
977,"Allergie aux mécanismes","Les dégâts des attaques provenant de mascottes de type “Mécanisme” sont augmentés.","ui/icon/015000/015607.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,False,0,0,0,False
978,"Bonus d'attaque et de défense","L'attaque et la défense sont augmentées.","ui/icon/015000/015050.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,False,0,0,0,False
979,"Dégâts périodiques","Des dégâts périodiques sont subis.","ui/icon/015000/015007.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,0,0,False,True,0,8,False,0,False,False,0,0,0,False
980,"Aire d'effet","Les attaques automatiques ont une aire d'effet.","ui/icon/015000/015641.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
981,"Invulnérable","Insensible à toutes les attaques.","ui/icon/015000/015024.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,False,0,0,0,False
982,"Immunité aux créatures","Insensible aux attaques provenant de mascottes de type “Créature”.","ui/icon/015000/015024.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,False,0,0,0,False
983,"Immunité aux monstres","Insensible aux attaques provenant de mascottes de type “Monstre”.","ui/icon/015000/015024.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,False,0,0,0,False
984,"Immunité aux poupées","Insensible aux attaques provenant de mascottes de type “Poupée”.","ui/icon/015000/015024.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,False,0,0,0,False
985,"Immunité aux mécanismes","Insensible aux attaques provenant de mascottes de type “Mécanisme”.","ui/icon/015000/015024.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,False,0,0,0,False
986,"Immobilité","Tout déplacement est impossible.","ui/icon/015000/015609.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
987,"Piégeage","La technique permet de mettre en place des pièges.","ui/icon/016000/016609.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,8,False,0,False,False,0,0,0,False
988,"Paralysie","Toute action est impossible.","ui/icon/015000/015006.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,8,False,0,False,False,0,0,0,False
989,"Recouvrement","Récupère des PV périodiquement.","ui/icon/017000/017521.tex",0,16,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,1000,0,False,0,False,False,0,0,0,False
990,"Attache","Toute action est impossible.","ui/icon/015000/015545.tex",0,0,1,2,"dk05th_stdn0t","",True,False,True,True,False,False,False,True,True,100,0,False,False,0,0,False,0,False,False,0,0,0,False
991,"Séduction","Toute volonté est perdue, et les mouvements deviennent erratiques.","ui/icon/015000/015552.tex",0,0,1,2,"dk05th_stdn0t","dk10ht_cha0h",False,False,True,True,False,True,False,False,False,100,0,False,False,0,0,False,0,False,False,0,0,0,False
992,"Stimulant offensif","Les dégâts infligés sont augmentés par un stimulant.","ui/icon/015000/015719.tex",0,0,1,1,"","",False,False,False,False,False,False,False,False,False,99,0,False,False,10,0,True,0,False,False,0,0,0,False
993,"Stimulant défensif","Les dégâts subis sont réduits par un stimulant.","ui/icon/015000/015720.tex",0,0,1,1,"","",False,False,False,False,False,False,False,False,False,98,0,False,False,-20,0,True,0,False,False,0,0,0,False
994,"Phase de carnage","Le combat est entré dans une phase de carnage, et les dégâts subis sont augmentés. L'effet est d'autant plus fort qu'il est cumulé.","ui/icon/018000/018621.tex",0,5,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,1,0,False,False,10,0,True,0,False,False,0,0,0,False
995,"Traumatisme","Suite à un coup violent, les dégâts infligés sont réduits. L'effet provoque une commotion cérébrale s'il est cumulé.","ui/icon/018000/018521.tex",0,4,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,-10,0,False,0,False,False,0,0,0,False
996,"Commotion cérébrale","Impossible d'agir du fait d'une commotion cérébrale. Les dégâts subis sont augmentés.","ui/icon/015000/015712.tex",0,0,1,2,"dk05th_stdn0t","",True,False,True,True,False,False,False,False,False,100,0,False,False,100,11,False,0,False,False,0,0,0,False
997,"Commotion cérébrale","Impossible d'agir du fait d'une commotion cérébrale. Les dégâts subis sont augmentés.","ui/icon/015000/015712.tex",0,0,1,2,"dk05th_stdn0t","",True,False,True,True,False,False,True,False,False,100,0,False,False,100,11,False,0,False,False,0,0,0,False
998,"Gobsérum de force","La transformation en sasquatch empêche toute action autre que Torgnole.","ui/icon/015000/015713.tex",69,0,1,1,"dk05th_stup0t","",False,False,False,False,True,False,False,False,False,100,0,False,False,0,2,True,0,False,False,0,0,0,False
999,"Gobsérum de vitesse","La transformation en vautour empêche toute action autre qu'Aile tranchante.","ui/icon/015000/015714.tex",69,0,1,1,"dk05th_stup0t","",False,False,False,False,True,False,False,False,False,100,0,False,False,0,2,True,0,False,False,0,0,0,False
1000,"Gobsérum de furtivité","Invisible à la plupart des ennemis.","ui/icon/015000/015715.tex",69,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,True,0,0,0,False
1001,"Dépendance","La consommation excessive de sérum a créé une dépendance. Elle provoquera un effet secondaire à la fin de l'effet ou si elle est cumulée.","ui/icon/018000/018541.tex",0,12,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,False,0,0,0,False
1002,"Effet secondaire","L'organisme subit l'effet secondaire du gobsérum.","ui/icon/015000/015717.tex",69,0,1,2,"dk05ht_grv0h","dk10ht_grv0h",False,False,False,False,False,False,False,False,False,100,0,False,False,1000,1,False,0,False,False,0,0,0,False
1003,"Scientifique super musclé","Le gobsérum a développé la musculature à l'extrême. Les dégâts infligés sont augmentés et ceux subis sont réduits.","ui/icon/015000/015718.tex",69,0,1,1,"dk05th_stup0t","",False,False,False,False,True,False,False,True,True,100,0,False,False,30,2,False,0,False,False,0,0,0,False
1004,"Anticoagulant","Une substance anticoagulante agit sur l'organisme. Des dégâts périodiques sont subis. L'effet rend inconscient s'il est accumulé.","ui/icon/018000/018561.tex",0,8,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,300,10,False,0,False,False,0,23,0,False
1005,"Champ de force physique","Les dégâts physiques reçus sont grandement réduits, mais ceux magiques sont grandement augmentés.","ui/icon/015000/015709.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,-99,0,False,0,False,False,0,0,0,False
1006,"Champ de force magique","Les dégâts magiques reçus sont grandement réduits, mais ceux physiques sont grandement augmentés.","ui/icon/015000/015710.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,-99,0,False,0,False,False,0,0,0,False
1007,"Invisible","Invisible à la plupart des ennemis.","ui/icon/015000/015642.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,True,1,0,0,False
1008,"Gobsérum de soin","Les facultés de récupération sont augmentées. L'effet anticoagulant est dissipé et des PV sont récupérés périodiquement.","ui/icon/015000/015716.tex",69,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,100,0,False,False,300,0,False,0,False,False,0,0,0,False
1009,"Batrachomorphose","Le corps est en train de changer de forme. Transforme en crapaud si l'effet est cumulé.","ui/icon/018000/018641.tex",0,8,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,False,0,0,False,False,0,0,False,0,False,False,0,0,0,False
1010,"Attache","Toute action est impossible.","ui/icon/015000/015545.tex",0,0,1,2,"dk05th_stdn0t","",False,False,True,True,False,False,False,True,True,100,0,False,False,0,9,False,0,False,False,3,0,0,False
1011,"Poison concentré","Des dégâts périodiques sont subis et l'effet des sorts de restauration des PV est réduit.","ui/icon/018000/018581.tex",0,8,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,50,0,False,False,300,0,False,0,False,False,0,0,0,False
1012,"Excitation","L'état d'activité est décuplé du fait d'une grande excitation.","ui/icon/018000/018601.tex",0,8,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,80,0,False,0,False,False,0,0,0,False
1013,"Inversion","L'effet de la magie blanche est inversé, lui conférant un pouvoir destructeur.","ui/icon/015000/015691.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
1014,"Recouvrement","Des PV sont récupérés périodiquement.","ui/icon/012000/012626.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,False,0,0,0,False
1015,"Vie","En état de survie temporaire. L'utilisation d'un degré permet d'annuler l'état inconscient une fois.","ui/icon/018000/018661.tex",0,2,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,False,0,0,0,False
1016,"Malus de dégâts","Les dégâts infligés sont réduits.","ui/icon/018000/018441.tex",39,16,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,0,False
1017,"Bonus de dégâts physiques","Les dégâts physiques infligés sont augmentés.","ui/icon/015000/015050.tex",35,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,1,0,False,False,10,0,False,0,False,False,0,0,0,False
1018,"Bonus de dégâts physiques","Les dégâts physiques infligés sont augmentés.","ui/icon/018000/018461.tex",35,16,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,1,0,False,False,10,0,False,0,False,False,0,0,0,False
1019,"Bonus de dégâts magiques","Les dégâts magiques infligés sont augmentés.","ui/icon/018000/018481.tex",37,16,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,1,0,False,False,10,0,False,0,False,False,0,0,0,False
1020,"Calcul bionumérique","Les capacités sont calculées sur la base du nombre d'alliés alentour.","ui/icon/015000/015693.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
1021,"Calcul de dénivelé 1","Se trouver en position basse fait subir une attaque.","ui/icon/015000/015694.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,199,0,False,False,0,0,False,0,False,False,0,0,0,False
1022,"Calcul de dénivelé 2","Se trouver en position haute fait subir une attaque.","ui/icon/015000/015695.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,199,0,False,False,0,0,False,0,False,False,0,0,0,False
1023,"Compression aqueuse","De l'éther d'élément eau enveloppe le corps. Une attaque aqueuse est lancée à la fin de l'effet.","ui/icon/015000/015696.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,False,0,0,0,False
1024,"Compression électrique","De l'éther d'élément foudre enveloppe le corps. Une attaque électrique est lancée à la fin de l'effet.","ui/icon/015000/015697.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,False,0,0,0,False
1025,"Résistance à l'eau réduite+","La résistance à l'élément eau est considérablement réduite.","ui/icon/015000/015698.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,-12,0,False,0,False,False,0,0,0,False
1026,"Résistance à la foudre réduite+","La résistance à l'élément foudre est considérablement réduite.","ui/icon/015000/015597.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,200,0,False,False,-12,0,False,0,False,False,0,0,0,False
1027,"Punition ultime","L'ordre a été donné de recevoir une punition. Toute désobéissance donnera lieu à un châtiment divin.","ui/icon/018000/018501.tex",0,4,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,199,0,False,False,0,0,False,0,False,False,0,0,0,False
1028,"Attaque directe","En mesure d'attaquer directement.","ui/icon/015000/015652.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,40,0,False,False,0,0,True,0,False,False,0,0,0,False
1029,"Peine provisoire α ultime","La culpabilité pour crime α a été reconnue.","ui/icon/015000/015699.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,197,0,False,False,20,0,False,0,False,False,0,0,0,False
1030,"Peine provisoire β ultime","La culpabilité pour crime β a été reconnue.","ui/icon/015000/015700.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,197,0,False,False,20,0,False,0,False,False,0,0,0,False
1031,"Injonction<Indent/>: plus hauts PV","L'ordre a été donné d'avoir les PV les plus hauts. Toute désobéissance donnera lieu à un châtiment divin.","ui/icon/015000/015701.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
1032,"Injonction<Indent/>: plus bas PV","L'ordre a été donné d'avoir les PV les plus bas. Toute désobéissance donnera lieu à un châtiment divin.","ui/icon/015000/015702.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
1033,"Injonction<Indent/>: 1 altération","L'ordre a été donné de subir une altération d'état. Toute désobéissance donnera lieu à un châtiment divin.","ui/icon/015000/015703.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
1034,"Injonction<Indent/>: 2 altérations","L'ordre a été donné de subir deux altérations d'état. Toute désobéissance donnera lieu à un châtiment divin.","ui/icon/015000/015704.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
1035,"Injonction<Indent/>: 3 altérations","L'ordre a été donné de subir trois altérations d'état. Toute désobéissance donnera lieu à un châtiment divin.","ui/icon/015000/015705.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
1036,"Injonction<Indent/>: peine provisoire α","L'ordre a été donné de subir la peine provisoire α. Toute désobéissance donnera lieu à un châtiment divin.","ui/icon/015000/015706.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
1037,"Injonction<Indent/>: peine provisoire β","L'ordre a été donné de subir la peine provisoire β. Toute désobéissance donnera lieu à un châtiment divin.","ui/icon/015000/015707.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,False,0,0,0,False
1038,"Éventement funéraire","Cyclone justicier a favorisé l'effet du vent. Les dégâts subis à cause de Cyclone justicier sont augmentés.","ui/icon/015000/015708.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,False,False,False,198,0,False,False,0,0,False,0,False,False,0,0,0,False
